Login Id,Time
458,2017-01-18 12:17:55
466,2017-01-18 12:22:03
500,2017-01-18 12:38:17
458,2017-01-18 12:53:02
585,2017-01-18 13:30:06
640,2017-01-18 15:53:03
592,2017-01-18 18:00:12
645,2017-01-18 18:02:41
393,2017-01-18 18:38:59
646,2017-01-19 11:52:16
592,2017-01-19 11:58:14
458,2017-01-19 12:03:39
492,2017-01-19 12:04:15
580,2017-01-19 12:47:03
458,2017-01-19 13:00:24
642,2017-01-19 13:05:19
450,2017-01-19 17:09:35
393,2017-01-20 01:47:26
571,2017-01-20 12:44:59
578,2017-01-20 13:23:55
642,2017-01-20 13:28:22
592,2017-01-20 13:37:48
450,2017-01-20 16:36:41
458,2017-01-20 16:50:52
458,2017-01-21 11:42:22
646,2017-01-21 11:46:23
450,2017-01-21 12:32:03
592,2017-01-21 12:53:49
500,2017-01-21 14:49:07
450,2017-01-22 10:52:45
647,2017-01-22 21:44:42
458,2017-01-23 11:33:16
413,2017-01-23 11:40:25
500,2017-01-23 11:43:55
413,2017-01-23 11:49:30
450,2017-01-23 12:46:09
478,2017-01-23 14:38:47
466,2017-01-23 15:21:58
500,2017-01-23 15:36:16
413,2017-01-23 15:51:06
450,2017-01-23 16:01:29
450,2017-01-23 16:22:40
592,2017-01-23 17:21:10
458,2017-01-23 18:13:48
651,2017-01-24 00:24:03
652,2017-01-24 00:45:53
458,2017-01-24 12:22:15
466,2017-01-24 13:11:17
653,2017-01-24 13:21:46
653,2017-01-24 13:22:46
466,2017-01-24 13:28:02
458,2017-01-24 14:39:08
654,2017-01-24 15:18:22
458,2017-01-24 17:08:43
654,2017-01-25 10:17:02
458,2017-01-25 11:17:36
478,2017-01-25 12:14:26
450,2017-01-25 12:18:58
658,2017-01-25 13:41:20
458,2017-01-25 15:26:38
659,2017-01-25 15:36:50
458,2017-01-25 18:20:38
413,2017-01-26 00:46:00
660,2017-01-26 00:54:43
660,2017-01-26 00:55:21
660,2017-01-26 00:56:10
592,2017-01-26 11:31:48
393,2017-01-26 19:18:34
592,2017-01-27 10:50:11
458,2017-01-27 17:04:11
393,2017-01-27 17:24:37
463,2017-01-27 17:26:26
592,2017-01-27 17:36:07
393,2017-01-27 17:37:31
592,2017-01-27 18:02:59
463,2017-01-27 18:39:53
458,2017-01-27 18:40:14
492,2017-01-27 19:27:56
592,2017-01-27 19:39:42
393,2017-01-27 23:42:11
393,2017-01-28 11:51:12
478,2017-01-28 11:53:14
427,2017-01-28 12:25:24
463,2017-01-28 13:43:46
492,2017-01-28 15:11:19
515,2017-01-28 15:16:21
458,2017-01-28 16:38:32
462,2017-01-28 16:52:05
462,2017-01-28 16:55:33
462,2017-01-28 16:58:00
462,2017-01-28 17:00:54
466,2017-01-28 17:01:23
462,2017-01-28 17:01:49
458,2017-01-28 17:03:44
462,2017-01-28 17:06:16
458,2017-01-28 17:08:37
462,2017-01-28 17:09:29
458,2017-01-28 17:13:38
530,2017-01-29 13:35:22
463,2017-01-30 12:26:23
458,2017-01-30 12:34:55
458,2017-01-30 12:42:44
463,2017-01-30 12:53:46
500,2017-01-30 13:43:44
393,2017-01-30 14:06:37
393,2017-01-30 14:06:56
662,2017-01-30 17:20:18
662,2017-01-30 17:20:36
463,2017-01-30 18:04:41
500,2017-01-30 18:46:23
663,2017-01-31 12:03:23
463,2017-01-31 12:13:57
458,2017-01-31 13:39:31
664,2017-01-31 13:55:13
664,2017-01-31 13:55:45
664,2017-01-31 14:08:43
458,2017-01-31 14:17:32
653,2017-01-31 15:42:57
470,2017-01-31 15:53:13
653,2017-01-31 15:57:22
463,2017-01-31 16:04:56
653,2017-01-31 16:11:42
463,2017-01-31 16:15:06
466,2017-01-31 16:20:18
653,2017-01-31 16:21:59
665,2017-01-31 18:02:03
466,2017-01-31 18:06:21
492,2017-01-31 18:22:02
585,2017-01-31 18:56:09
463,2017-01-31 19:05:24
458,2017-02-01 11:57:50
492,2017-02-01 13:13:45
458,2017-02-01 13:17:09
500,2017-02-01 16:47:35
592,2017-02-02 10:28:54
463,2017-02-02 10:56:46
466,2017-02-02 11:59:25
458,2017-02-02 12:18:09
573,2017-02-02 12:21:26
592,2017-02-02 12:36:44
458,2017-02-02 13:45:46
470,2017-02-02 13:58:47
466,2017-02-02 14:59:31
482,2017-02-02 15:09:54
393,2017-02-03 01:14:53
667,2017-02-03 11:34:31
466,2017-02-03 12:28:22
668,2017-02-03 13:59:48
668,2017-02-03 14:12:25
466,2017-02-03 16:31:39
466,2017-02-03 16:34:31
668,2017-02-03 17:05:57
592,2017-02-04 10:53:24
592,2017-02-04 11:00:08
668,2017-02-04 12:22:18
667,2017-02-04 12:25:21
458,2017-02-04 12:40:24
592,2017-02-04 13:08:58
393,2017-02-04 14:56:59
664,2017-02-04 15:17:27
458,2017-02-04 17:52:31
664,2017-02-04 18:46:49
466,2017-02-05 22:10:59
381,2017-02-06 10:21:31
381,2017-02-06 10:25:27
466,2017-02-06 10:40:15
458,2017-02-06 11:04:15
463,2017-02-06 12:35:42
592,2017-02-06 13:38:12
664,2017-02-06 14:43:48
466,2017-02-06 16:57:46
393,2017-02-06 17:27:07
450,2017-02-07 10:16:06
458,2017-02-07 12:11:54
463,2017-02-07 16:37:57
592,2017-02-08 10:29:56
463,2017-02-08 12:19:28
450,2017-02-08 12:46:36
458,2017-02-08 13:14:58
646,2017-02-08 13:41:14
458,2017-02-08 14:49:42
652,2017-02-08 16:17:12
640,2017-02-08 17:09:37
592,2017-02-08 17:18:01
470,2017-02-08 17:41:36
393,2017-02-08 23:28:02
669,2017-02-09 10:22:14
592,2017-02-09 10:41:16
458,2017-02-09 11:02:54
660,2017-02-09 11:11:18
458,2017-02-09 12:30:51
670,2017-02-09 12:31:15
478,2017-02-09 12:41:51
500,2017-02-09 12:55:14
458,2017-02-09 13:21:11
556,2017-02-09 13:31:35
556,2017-02-09 14:29:02
458,2017-02-09 14:51:14
592,2017-02-09 15:03:13
463,2017-02-09 15:31:35
458,2017-02-09 16:26:00
672,2017-02-09 16:29:29
466,2017-02-09 17:29:47
556,2017-02-09 17:32:20
541,2017-02-09 17:33:07
413,2017-02-09 22:10:15
652,2017-02-09 23:39:52
450,2017-02-10 09:57:30
556,2017-02-10 10:15:13
458,2017-02-10 11:25:11
427,2017-02-10 11:43:01
500,2017-02-10 11:52:51
458,2017-02-10 12:06:38
646,2017-02-10 12:31:57
668,2017-02-10 12:48:13
671,2017-02-10 12:52:53
674,2017-02-10 13:53:13
458,2017-02-10 13:57:48
592,2017-02-10 14:02:49
674,2017-02-10 14:19:53
672,2017-02-10 14:33:01
381,2017-02-10 15:17:16
478,2017-02-10 15:19:21
668,2017-02-10 15:33:54
427,2017-02-10 15:38:42
492,2017-02-10 15:48:02
670,2017-02-10 16:08:34
492,2017-02-10 19:00:42
492,2017-02-11 00:06:16
652,2017-02-11 12:22:23
458,2017-02-11 12:25:38
540,2017-02-11 15:52:37
592,2017-02-11 16:01:13
450,2017-02-12 12:24:52
556,2017-02-12 19:48:31
556,2017-02-13 10:23:20
458,2017-02-13 11:02:54
458,2017-02-13 11:21:31
464,2017-02-13 11:37:59
668,2017-02-13 12:14:54
670,2017-02-13 12:39:16
492,2017-02-13 12:50:00
458,2017-02-13 18:35:50
458,2017-02-14 10:44:07
662,2017-02-14 13:49:36
458,2017-02-14 15:52:17
458,2017-02-14 15:54:43
497,2017-02-15 14:41:35
458,2017-02-15 14:46:26
463,2017-02-15 16:15:38
592,2017-02-15 16:38:17
629,2017-02-15 16:59:44
592,2017-02-15 17:46:29
662,2017-02-15 18:10:35
592,2017-02-15 20:09:51
662,2017-02-16 11:56:51
458,2017-02-16 12:00:05
556,2017-02-16 12:40:39
677,2017-02-16 12:41:28
451,2017-02-16 13:09:18
592,2017-02-16 15:06:01
458,2017-02-16 18:21:39
413,2017-02-17 10:37:04
592,2017-02-17 10:40:48
451,2017-02-17 10:48:54
629,2017-02-17 10:52:35
629,2017-02-17 11:02:48
458,2017-02-17 11:04:28
413,2017-02-17 11:28:00
484,2017-02-17 11:38:07
458,2017-02-17 12:06:41
680,2017-02-17 12:36:20
677,2017-02-17 12:48:57
458,2017-02-17 12:49:01
463,2017-02-17 13:57:06
451,2017-02-17 14:06:33
463,2017-02-17 14:17:17
419,2017-02-17 15:01:02
492,2017-02-17 15:25:10
463,2017-02-17 15:57:50
463,2017-02-17 17:29:25
592,2017-02-17 17:37:18
450,2017-02-18 11:21:20
393,2017-02-18 12:03:16
492,2017-02-18 12:26:43
565,2017-02-18 12:31:20
458,2017-02-18 12:31:37
674,2017-02-18 14:17:23
592,2017-02-18 15:00:31
453,2017-02-18 16:18:54
492,2017-02-18 18:17:52
393,2017-02-19 15:55:49
458,2017-02-20 10:36:13
458,2017-02-20 11:08:21
463,2017-02-20 11:09:46
453,2017-02-20 11:43:15
492,2017-02-20 12:00:43
492,2017-02-20 12:06:36
536,2017-02-20 12:19:43
652,2017-02-20 13:28:35
463,2017-02-20 16:56:12
629,2017-02-21 10:17:38
458,2017-02-21 12:39:27
536,2017-02-21 12:48:19
682,2017-02-21 13:39:22
683,2017-02-21 14:11:50
492,2017-02-21 14:16:14
466,2017-02-21 15:28:38
453,2017-02-21 18:01:13
413,2017-02-22 10:49:13
450,2017-02-22 15:25:43
629,2017-02-22 16:00:45
458,2017-02-22 17:33:42
682,2017-02-23 09:36:04
682,2017-02-23 13:23:03
458,2017-02-23 13:38:50
463,2017-02-23 14:01:24
500,2017-02-23 16:08:42
450,2017-02-23 16:31:58
668,2017-02-24 13:38:19
419,2017-02-24 14:34:41
458,2017-02-25 11:14:29
442,2017-02-25 16:20:29
453,2017-02-25 19:34:05
660,2017-02-26 12:53:25
458,2017-02-27 10:52:54
466,2017-02-27 16:37:42
458,2017-02-27 17:27:17
646,2017-02-28 12:14:48
458,2017-02-28 13:14:34
500,2017-02-28 14:35:50
450,2017-02-28 16:34:42
458,2017-02-28 17:53:28
393,2017-02-28 20:12:31
690,2017-03-01 11:11:29
690,2017-03-01 11:18:25
458,2017-03-01 11:56:50
646,2017-03-01 13:41:13
691,2017-03-01 15:07:37
458,2017-03-01 15:10:06
606,2017-03-01 15:18:03
691,2017-03-01 15:28:10
458,2017-03-01 15:43:14
670,2017-03-01 16:01:07
458,2017-03-02 12:29:35
629,2017-03-02 12:46:15
690,2017-03-02 12:48:57
451,2017-03-02 14:31:11
450,2017-03-02 14:35:49
691,2017-03-02 16:04:39
691,2017-03-02 16:48:09
691,2017-03-02 17:16:43
677,2017-03-02 18:32:39
660,2017-03-03 09:04:32
662,2017-03-03 09:27:07
691,2017-03-03 09:40:15
536,2017-03-03 11:25:28
492,2017-03-03 11:32:31
478,2017-03-03 12:40:18
458,2017-03-03 12:42:00
451,2017-03-03 13:42:37
693,2017-03-03 15:52:44
458,2017-03-03 16:10:24
453,2017-03-03 16:25:52
478,2017-03-03 17:01:34
470,2017-03-03 17:10:36
500,2017-03-03 17:13:11
492,2017-03-03 17:13:36
452,2017-03-03 18:56:32
660,2017-03-03 22:05:08
458,2017-03-04 11:20:00
419,2017-03-04 11:32:27
463,2017-03-04 11:35:33
458,2017-03-04 11:43:27
478,2017-03-04 11:43:42
478,2017-03-04 12:18:03
393,2017-03-04 12:28:10
545,2017-03-04 12:33:13
693,2017-03-04 12:53:15
600,2017-03-04 12:57:41
492,2017-03-04 12:58:55
478,2017-03-04 12:59:36
470,2017-03-04 14:34:34
419,2017-03-04 16:12:17
419,2017-03-04 16:37:33
458,2017-03-04 16:45:00
492,2017-03-04 16:49:42
463,2017-03-04 18:08:28
451,2017-03-04 18:13:02
458,2017-03-04 18:49:15
393,2017-03-05 19:47:37
693,2017-03-05 21:46:20
659,2017-03-06 10:56:23
458,2017-03-06 10:58:30
478,2017-03-06 11:09:33
492,2017-03-06 12:07:24
463,2017-03-06 13:06:19
492,2017-03-06 14:06:27
458,2017-03-06 14:08:31
682,2017-03-06 14:10:44
452,2017-03-06 14:18:21
512,2017-03-06 15:22:45
691,2017-03-06 18:31:42
695,2017-03-07 09:27:10
458,2017-03-07 11:17:05
451,2017-03-07 11:34:45
463,2017-03-07 11:37:17
592,2017-03-07 12:01:09
478,2017-03-07 12:48:38
690,2017-03-07 14:36:47
500,2017-03-07 14:57:28
693,2017-03-07 16:21:30
458,2017-03-07 17:21:19
659,2017-03-07 17:39:50
427,2017-03-07 18:35:42
458,2017-03-07 18:48:50
492,2017-03-08 00:05:24
659,2017-03-08 11:02:05
690,2017-03-08 11:15:08
492,2017-03-08 11:32:46
512,2017-03-08 11:33:58
458,2017-03-08 12:37:06
629,2017-03-08 12:54:03
492,2017-03-08 13:29:32
697,2017-03-08 14:14:06
463,2017-03-08 14:24:07
393,2017-03-08 14:25:59
458,2017-03-08 14:42:12
682,2017-03-08 14:47:47
470,2017-03-08 15:44:45
592,2017-03-08 17:32:57
458,2017-03-08 18:18:04
442,2017-03-08 18:20:00
442,2017-03-08 18:22:24
691,2017-03-08 18:24:53
442,2017-03-08 18:29:13
691,2017-03-09 02:05:42
458,2017-03-09 12:25:06
654,2017-03-09 13:29:13
690,2017-03-09 14:44:20
556,2017-03-09 17:08:36
393,2017-03-10 01:20:19
492,2017-03-10 10:20:01
458,2017-03-10 10:56:12
427,2017-03-10 11:22:08
698,2017-03-10 12:42:12
458,2017-03-10 17:15:08
458,2017-03-10 17:16:29
450,2017-03-10 17:31:04
458,2017-03-10 18:41:26
492,2017-03-10 18:50:41
592,2017-03-11 10:09:21
646,2017-03-11 10:50:08
592,2017-03-11 10:53:46
458,2017-03-11 10:57:24
458,2017-03-11 10:57:30
458,2017-03-11 10:57:40
629,2017-03-11 11:07:20
466,2017-03-11 11:10:12
458,2017-03-11 11:18:30
697,2017-03-11 12:14:41
492,2017-03-11 12:26:03
458,2017-03-11 15:05:56
478,2017-03-11 15:42:39
691,2017-03-11 18:48:03
592,2017-03-11 21:44:26
691,2017-03-12 13:27:03
492,2017-03-14 11:45:59
458,2017-03-14 11:50:19
545,2017-03-14 12:31:32
492,2017-03-14 13:13:19
691,2017-03-14 13:52:23
451,2017-03-14 14:08:35
451,2017-03-14 14:24:02
695,2017-03-14 15:05:39
695,2017-03-14 15:24:33
693,2017-03-14 16:31:15
592,2017-03-14 17:12:36
592,2017-03-14 17:21:20
450,2017-03-15 10:38:28
691,2017-03-15 10:41:05
492,2017-03-15 11:29:04
458,2017-03-15 11:50:37
492,2017-03-15 11:56:16
492,2017-03-15 12:24:08
463,2017-03-15 12:29:08
492,2017-03-15 12:33:00
500,2017-03-15 12:40:48
492,2017-03-15 13:12:17
682,2017-03-15 13:16:13
682,2017-03-15 13:18:28
691,2017-03-15 13:18:40
682,2017-03-15 13:20:27
458,2017-03-15 13:24:56
419,2017-03-15 14:47:43
697,2017-03-15 15:22:44
691,2017-03-15 15:48:33
393,2017-03-15 23:18:40
458,2017-03-16 11:33:16
413,2017-03-16 15:27:47
682,2017-03-17 11:39:49
500,2017-03-17 11:46:39
500,2017-03-17 12:01:18
500,2017-03-17 12:16:31
556,2017-03-17 14:14:49
541,2017-03-17 14:18:20
500,2017-03-17 14:42:57
458,2017-03-17 15:15:00
458,2017-03-17 15:43:36
683,2017-03-17 15:43:37
592,2017-03-17 15:55:33
458,2017-03-17 16:00:23
592,2017-03-17 16:06:15
500,2017-03-17 16:27:41
691,2017-03-17 18:03:04
463,2017-03-17 18:46:36
592,2017-03-18 08:13:13
458,2017-03-18 16:20:40
695,2017-03-18 16:24:21
470,2017-03-18 16:45:32
466,2017-03-18 17:45:08
413,2017-03-18 18:22:50
458,2017-03-20 14:18:25
464,2017-03-20 14:42:42
492,2017-03-20 14:44:12
478,2017-03-20 17:27:40
393,2017-03-20 20:00:46
492,2017-03-21 11:23:02
458,2017-03-21 11:34:48
708,2017-03-21 14:18:41
458,2017-03-21 17:46:08
654,2017-03-21 17:47:58
458,2017-03-21 17:48:09
484,2017-03-22 10:59:47
458,2017-03-22 12:47:09
463,2017-03-22 13:29:52
711,2017-03-22 17:01:35
458,2017-03-22 17:01:53
413,2017-03-22 17:06:12
458,2017-03-22 17:35:24
413,2017-03-22 19:52:22
458,2017-03-23 10:44:08
592,2017-03-23 17:51:45
458,2017-03-24 13:12:59
536,2017-03-24 15:41:03
451,2017-03-24 16:04:38
463,2017-03-24 17:52:50
458,2017-03-25 10:55:19
710,2017-03-25 10:57:58
466,2017-03-25 11:55:46
691,2017-03-25 12:20:40
691,2017-03-25 12:35:22
492,2017-03-25 14:00:14
536,2017-03-25 15:11:29
478,2017-03-25 15:35:36
413,2017-03-25 15:57:33
492,2017-03-27 10:55:13
458,2017-03-27 11:30:50
715,2017-03-27 12:23:59
466,2017-03-28 10:47:38
492,2017-03-28 12:05:13
451,2017-03-28 13:14:56
458,2017-03-28 13:47:38
458,2017-03-28 13:56:14
711,2017-03-28 14:06:08
458,2017-03-28 14:26:07
696,2017-03-28 15:11:06
711,2017-03-29 11:52:11
718,2017-03-29 12:39:53
458,2017-03-29 15:11:18
720,2017-03-29 15:11:46
720,2017-03-29 16:34:09
492,2017-03-29 16:35:34
458,2017-03-30 13:08:25
492,2017-03-30 13:36:23
451,2017-03-30 14:02:15
711,2017-03-30 16:18:42
478,2017-03-30 18:31:26
393,2017-03-31 02:29:14
726,2017-03-31 12:16:32
458,2017-03-31 12:26:25
492,2017-03-31 12:36:04
492,2017-03-31 13:44:17
470,2017-03-31 14:01:36
500,2017-03-31 15:41:46
463,2017-04-01 07:40:20
458,2017-04-01 13:51:44
492,2017-04-01 14:53:22
735,2017-04-01 15:10:48
413,2017-04-01 16:32:07
466,2017-04-01 17:20:34
466,2017-04-01 17:50:40
466,2017-04-01 17:52:00
458,2017-04-03 11:23:20
492,2017-04-03 12:26:00
737,2017-04-03 16:35:37
458,2017-04-03 16:37:06
735,2017-04-03 17:09:09
458,2017-04-04 10:28:52
536,2017-04-04 11:50:40
500,2017-04-04 11:59:32
458,2017-04-04 12:16:20
737,2017-04-04 12:53:36
737,2017-04-04 13:00:42
466,2017-04-04 13:06:10
646,2017-04-04 13:36:52
682,2017-04-04 14:59:27
458,2017-04-04 15:52:37
726,2017-04-04 16:53:13
413,2017-04-04 17:05:13
458,2017-04-05 10:47:21
492,2017-04-05 14:53:30
557,2017-04-05 15:34:42
413,2017-04-05 17:11:00
458,2017-04-05 17:11:09
707,2017-04-05 19:21:42
738,2017-04-06 11:17:48
536,2017-04-06 11:27:01
458,2017-04-06 12:19:01
492,2017-04-06 14:05:17
458,2017-04-06 16:56:55
492,2017-04-06 18:00:56
592,2017-04-06 18:08:57
492,2017-04-06 18:10:04
478,2017-04-06 18:24:17
492,2017-04-06 18:25:37
592,2017-04-06 20:12:10
726,2017-04-07 10:54:13
592,2017-04-07 11:03:23
592,2017-04-07 11:07:14
682,2017-04-07 12:28:03
484,2017-04-07 12:38:13
466,2017-04-07 14:54:07
492,2017-04-07 15:13:04
737,2017-04-07 16:20:48
726,2017-04-07 17:09:29
691,2017-04-07 18:00:27
711,2017-04-07 18:52:21
466,2017-04-08 13:31:59
492,2017-04-10 11:29:20
393,2017-04-10 12:07:28
458,2017-04-10 12:09:52
541,2017-04-10 14:04:55
739,2017-04-10 15:09:10
458,2017-04-10 17:31:09
696,2017-04-10 20:57:36
458,2017-04-11 11:22:56
541,2017-04-11 11:55:05
492,2017-04-11 11:57:21
737,2017-04-11 12:09:20
492,2017-04-11 13:12:34
462,2017-04-12 15:19:12
462,2017-04-12 15:20:37
466,2017-04-12 15:20:42
462,2017-04-12 15:31:08
458,2017-04-12 16:24:47
458,2017-04-12 17:20:06
447,2017-04-12 17:29:48
458,2017-04-12 17:43:21
458,2017-04-12 18:30:00
458,2017-04-13 10:35:30
458,2017-04-13 10:56:23
458,2017-04-13 11:25:26
492,2017-04-14 11:25:37
463,2017-04-14 11:53:00
726,2017-04-14 12:03:24
413,2017-04-14 14:04:05
735,2017-04-14 14:28:05
458,2017-04-14 15:06:32
740,2017-04-14 15:21:52
484,2017-04-14 16:48:54
413,2017-04-14 23:39:23
462,2017-04-15 12:19:10
741,2017-04-15 13:24:04
458,2017-04-15 15:00:53
466,2017-04-15 15:25:57
711,2017-04-15 16:28:35
726,2017-04-15 16:35:08
711,2017-04-17 11:14:27
738,2017-04-18 12:25:47
458,2017-04-18 12:43:54
742,2017-04-18 15:44:23
458,2017-04-18 17:15:43
458,2017-04-19 12:16:12
478,2017-04-19 12:28:55
512,2017-04-19 12:59:56
492,2017-04-19 13:20:42
458,2017-04-19 17:22:10
458,2017-04-20 11:19:04
458,2017-04-20 11:40:35
492,2017-04-20 12:27:45
740,2017-04-20 13:06:04
458,2017-04-20 15:25:13
743,2017-04-20 16:57:44
458,2017-04-21 10:53:18
743,2017-04-21 15:48:37
492,2017-04-21 15:58:00
478,2017-04-21 16:20:42
745,2017-04-21 20:47:49
458,2017-04-22 11:30:28
652,2017-04-22 15:08:02
393,2017-04-22 15:09:13
746,2017-04-22 15:26:54
458,2017-04-22 17:52:05
738,2017-04-24 09:47:14
413,2017-04-24 13:02:27
413,2017-04-24 13:09:37
466,2017-04-24 13:23:05
458,2017-04-24 13:23:48
470,2017-04-24 14:29:21
443,2017-04-24 16:02:34
458,2017-04-24 16:12:31
726,2017-04-24 18:03:44
492,2017-04-24 18:06:30
747,2017-04-25 12:03:16
458,2017-04-25 12:15:17
500,2017-04-25 12:17:47
463,2017-04-25 12:20:42
450,2017-04-25 12:23:17
453,2017-04-25 14:13:18
463,2017-04-25 14:49:21
450,2017-04-25 14:50:02
458,2017-04-25 16:58:16
707,2017-04-26 11:48:28
458,2017-04-26 11:59:34
540,2017-04-26 12:00:06
492,2017-04-26 12:09:34
458,2017-04-26 12:12:16
707,2017-04-26 12:19:33
682,2017-04-26 13:08:26
750,2017-04-26 13:16:35
492,2017-04-26 14:43:58
711,2017-04-26 16:07:04
740,2017-04-26 16:44:56
458,2017-04-27 12:06:37
478,2017-04-27 14:51:03
492,2017-04-27 15:04:09
492,2017-04-27 15:08:09
492,2017-04-27 15:08:37
458,2017-04-28 12:43:53
751,2017-04-28 13:19:04
458,2017-04-28 15:57:02
752,2017-04-28 15:57:15
478,2017-04-28 16:08:18
711,2017-04-28 16:56:37
707,2017-04-28 18:16:32
458,2017-04-29 11:14:56
478,2017-04-29 11:24:54
492,2017-04-29 11:41:34
492,2017-04-29 11:54:02
492,2017-04-29 13:28:25
536,2017-04-29 14:40:32
492,2017-04-30 10:51:51
492,2017-04-30 11:18:52
458,2017-05-01 12:52:53
592,2017-05-01 12:55:13
463,2017-05-01 13:06:18
492,2017-05-01 15:03:42
752,2017-05-02 10:02:23
458,2017-05-02 10:56:30
492,2017-05-02 11:22:49
691,2017-05-02 11:34:44
752,2017-05-02 12:13:11
536,2017-05-02 12:43:32
492,2017-05-02 14:25:37
463,2017-05-02 14:26:30
458,2017-05-03 15:13:49
463,2017-05-03 15:30:46
458,2017-05-03 18:09:35
752,2017-05-04 13:35:35
463,2017-05-04 15:01:04
755,2017-05-04 16:26:06
413,2017-05-04 16:51:07
458,2017-05-04 19:02:18
492,2017-05-05 12:18:30
756,2017-05-05 13:46:08
470,2017-05-05 15:54:31
691,2017-05-05 15:55:13
428,2017-05-05 18:35:59
492,2017-05-05 19:15:00
691,2017-05-05 19:28:19
758,2017-05-05 19:39:49
716,2017-05-05 20:06:09
381,2017-05-05 20:10:33
682,2017-05-06 09:03:47
484,2017-05-06 10:34:53
458,2017-05-06 12:41:04
759,2017-05-06 14:04:27
759,2017-05-06 15:22:24
478,2017-05-06 16:22:47
458,2017-05-06 17:36:16
413,2017-05-06 17:54:16
690,2017-05-08 10:56:18
690,2017-05-08 10:57:43
690,2017-05-08 10:58:01
652,2017-05-08 16:17:31
